nome,ruolo,ruolo_mantra,squadra,presenze,media_voto,fantamedia,gol,gol_subiti,rigori_tirati,rigori_parati,assist,ammonizioni,espulsioni,stagione
Bravo,A,A,UDI,4,6.0,6.62,1,0,0,0,0,1,0,2025-26
Lorran,C,T,PIS,4,5.88,6.62,1,0,0,0,0,0,0,2025-26
Vardy,A,Pc,CRE,29,5.95,6.62,7,0,0,0,1,5,0,2025-26
Mendy P.,A,Pc,CAG,8,5.94,6.62,2,0,0,0,0,1,0,2025-26
Odgaard,C,T;A,BOL,22,5.91,6.61,5,0,0,0,1,1,0,2025-26
Ekkelenkamp,C,C;T,UDI,31,6.05,6.61,5,0,0,0,3,1,0,2025-26
De Ketelaere,A,A,ATA,31,6.21,6.6,3,0,0,0,5,4,0,2025-26
Mkhitaryan,C,C;T,INT,28,6.21,6.59,4,0,0,0,1,5,0,2025-26
Rowe,C,W;T,BOL,28,6.2,6.59,3,0,0,0,3,2,0,2025-26
Dumfries,D,E,INT,19,6.11,6.58,3,0,0,0,1,2,0,2025-26
Pellegrini Lo.,C,C;T,ROM,24,6.04,6.58,4,0,2,0,2,2,0,2025-26
Mazzitelli,C,M;C,CAG,14,6.07,6.57,2,0,0,0,2,3,0,2025-26
Bernardeschi,C,W;A,BOL,24,6.04,6.56,4,0,1,0,2,3,0,2025-26
Cabal,D,B;Ds;E,JUV,9,5.94,6.56,2,0,0,0,0,1,0,2025-26
Moreo,A,A,PIS,35,5.99,6.56,7,0,2,0,0,2,0,2025-26
Taylor K.,C,C;T,LAZ,17,6.06,6.56,3,0,0,0,2,5,0,2025-26
Felici,C,W,CAG,11,6.05,6.55,2,0,0,0,1,3,0,2025-26
Banda,A,W;A,LEC,32,6.08,6.55,5,0,0,0,4,6,1,2025-26
Spinazzola,D,Ds;E,NAP,30,6.17,6.55,3,0,0,0,3,1,0,2025-26
Addai,A,W;A,COM,12,5.96,6.54,3,0,0,0,0,4,0,2025-26
Vazquez,C,T;A,CRE,13,6.15,6.54,1,0,0,0,2,1,0,2025-26
Malinovskyi,C,C;T,GEN,34,6.07,6.54,6,0,3,0,3,10,0,2025-26
Orban G.,A,Pc,VER,28,5.82,6.54,7,0,2,0,2,4,1,2025-26
Konè M.,C,M;C,ROM,29,6.26,6.53,2,0,0,0,3,2,0,2025-26
Kempf,D,Dc,COM,29,6.12,6.52,4,0,0,0,1,3,0,2025-26
Loftus-Cheek,C,C;T,MIL,21,6.1,6.52,3,0,0,0,1,2,0,2025-26
Volpato,C,W;T,SAS,21,6.14,6.52,2,0,0,0,4,4,0,2025-26
Ostigard,D,Dc,GEN,30,6.13,6.52,5,0,0,0,0,7,0,2025-26
Castro S.,A,Pc,BOL,35,5.93,6.51,7,0,0,0,1,3,0,2025-26
Mancini,D,Dc,ROM,36,6.25,6.51,4,0,0,0,2,9,0,2025-26
Okereke,A,A,CRE,10,5.9,6.5,2,0,0,0,0,0,0,2025-26
Christensen O.,P,Por,FIO,1,7.5,6.5,0,1,0,0,0,0,0,2025-26
Pavard,D,Dd;Dc,INT,1,6.5,6.5,0,0,0,0,0,0,0,2025-26
Noslin,A,A,LAZ,23,6.02,6.5,4,0,0,0,2,4,1,2025-26
Rinaldi,P,Por,PAR,1,7.0,6.5,0,0,0,0,0,1,0,2025-26
Rensch,D,B;Dd;E,ROM,19,6.16,6.5,1,0,0,0,4,1,0,2025-26
Iannoni,C,C,SAS,5,6.0,6.5,1,0,0,0,0,3,0,2025-26
Vergara,C,W;T,NAP,8,6.25,6.5,1,0,0,0,0,2,0,2025-26
Vermesan,A,Pc,VER,1,6.5,6.5,0,0,0,0,0,0,0,2025-26
Thorsby,C,C;T,CRE,21,6.1,6.48,3,0,0,0,1,4,0,2025-26
Bernabè,C,C,PAR,32,6.17,6.48,3,0,0,0,1,0,0,2025-26
Pisilli,C,C,ROM,22,6.09,6.48,2,0,0,0,4,3,0,2025-26
Thorstvedt,C,C;T,SAS,31,6.15,6.48,4,0,0,0,3,9,0,2025-26
Perrone,C,M;C,COM,36,6.22,6.47,3,0,0,0,4,8,0,2025-26
Wesley,D,E,ROM,30,6.12,6.47,5,0,0,0,0,5,2,2025-26
Borrelli,A,Pc,CAG,26,5.92,6.46,5,0,0,0,1,4,0,2025-26
Solomon,A,W;A,FIO,13,5.96,6.46,2,0,0,0,1,1,0,2025-26
Garcia U.,D,B;Ds;E,SAS,12,6.17,6.46,1,0,0,0,2,3,0,2025-26
Rrahmani,D,Dc,NAP,21,6.24,6.45,2,0,0,0,0,3,0,2025-26
Casadei,C,C;T,TOR,32,5.97,6.45,6,0,0,0,0,5,0,2025-26
Giovane,A,A,NAP,31,6.0,6.45,3,0,0,0,6,2,0,2025-26
Diouf,C,C,INT,10,6.15,6.45,1,0,0,0,0,1,0,2025-26
Scalvini,D,Dc,ATA,24,6.06,6.44,3,0,0,0,1,2,0,2025-26
Holm,D,Dd;E,JUV,16,6.09,6.44,1,0,0,0,4,1,1,2025-26
Ederson D.S.,C,M;C,ATA,30,6.25,6.43,2,0,1,0,1,3,0,2025-26
Ekuban,A,A,GEN,28,5.96,6.43,4,0,0,0,1,0,0,2025-26
Basic,C,C,LAZ,23,6.09,6.43,2,0,0,0,3,0,1,2025-26
Palestra,D,E,CAG,37,6.27,6.42,1,0,0,0,4,3,0,2025-26
Cambiaghi,A,A,BOL,24,5.98,6.42,3,0,0,0,4,3,1,2025-26
Pavoletti,A,Pc,CAG,6,6.0,6.42,1,0,0,0,0,1,0,2025-26
Caqueret,C,C;T,COM,28,6.11,6.41,2,0,0,0,4,3,0,2025-26
Colombo,A,Pc,GEN,37,5.92,6.41,7,0,1,0,1,2,0,2025-26
Cataldi,C,M;C,LAZ,27,6.07,6.41,3,0,2,0,3,6,0,2025-26
Saelemaekers,C,E;W,MIL,35,6.14,6.41,3,0,0,0,3,5,0,2025-26
Hermoso,D,Dc,ROM,27,6.17,6.41,3,0,0,0,2,9,0,2025-26
Akanji,D,Dc,INT,32,6.28,6.41,2,0,0,0,0,4,0,2025-26
Gandelman,C,C;T,LEC,16,5.97,6.41,2,0,0,0,1,0,0,2025-26
Obrador,D,Ds;E,TOR,16,6.06,6.41,1,0,0,0,3,1,0,2025-26
Lookman,A,A,ATA,10,5.8,6.4,2,0,0,0,0,0,0,2025-26
Zalewski,C,E;W,ATA,31,6.1,6.4,2,0,0,0,5,3,0,2025-26
Thuram K.,C,M;C,JUV,34,6.1,6.4,3,0,0,0,2,2,0,2025-26
Solet,D,Dc,UDI,34,6.18,6.4,3,0,1,0,1,1,0,2025-26
Vitinha O.,A,Pc,GEN,31,5.95,6.39,5,0,0,0,1,5,0,2025-26
Posch,D,Dd;Dc,COM,8,6.06,6.38,1,0,0,0,0,1,0,2025-26
Moreno Alb.,D,Ds;E,COM,16,6.06,6.38,2,0,0,0,1,4,0,2025-26
Diao,A,W;A,COM,16,6.0,6.38,2,0,0,0,1,2,0,2025-26
Baldanzi,C,T;A,GEN,17,6.15,6.38,1,0,0,0,2,2,0,2025-26
Politano,C,W,NAP,33,6.09,6.36,2,0,0,0,5,4,0,2025-26
Vaz,A,Pc,ROM,7,5.93,6.36,1,0,0,0,0,0,0,2025-26
Kalulu,D,Dd;Dc,JUV,37,6.14,6.35,2,0,0,0,4,2,1,2025-26
Gudmundsson A.,C,T;A,FIO,32,5.88,6.34,5,0,3,0,3,4,1,2025-26
Bastoni,D,Dc,INT,28,6.2,6.34,1,0,0,0,4,6,0,2025-26
David,A,Pc,JUV,30,5.77,6.33,6,0,0,0,2,0,0,2025-26
Di Lorenzo,D,Dd;E,NAP,26,6.08,6.33,2,0,0,0,1,1,0,2025-26
El Shaarawy,C,W,ROM,18,6.14,6.33,1,0,0,0,2,4,0,2025-26
Lang,A,A,NAP,14,6.04,6.32,1,0,0,0,2,2,0,2025-26
N'Dicka,D,Dc,ROM,31,6.08,6.32,3,0,0,0,1,5,0,2025-26
Athekame,D,Dd;E,MIL,17,5.94,6.32,2,0,0,0,2,3,0,2025-26
Brescianini,C,C;T,FIO,18,5.97,6.31,2,0,0,0,1,2,0,2025-26
Maldini,C,T;A,LAZ,18,5.94,6.31,2,0,0,0,1,1,0,2025-26
Gaetano,C,T,CAG,32,6.06,6.31,2,0,0,0,4,4,0,2025-26
Guendouzi,C,C,LAZ,16,6.16,6.31,2,0,0,0,0,5,1,2025-26
Cheddira,A,Pc,LEC,24,5.81,6.31,4,0,0,0,1,3,0,2025-26
Zappacosta,D,E,ATA,35,6.06,6.3,3,0,0,0,1,3,0,2025-26
Benedyczak,A,A,PAR,10,5.95,6.3,1,0,1,0,1,1,0,2025-26
Samardzic,C,T,ATA,21,5.93,6.29,2,0,0,0,2,1,0,2025-26
Cancellieri,A,W;A,LAZ,28,5.93,6.29,4,0,0,0,1,6,0,2025-26
Coulibaly L.,C,M;C,LEC,33,6.05,6.29,3,0,0,0,1,4,0,2025-26
Zanoli,D,Dd;E,UDI,19,6.05,6.29,1,0,0,0,2,1,0,2025-26
Johnsen,A,A,CRE,9,5.83,6.28,1,0,0,0,1,0,0,2025-26
Gosens,D,E,FIO,25,5.92,6.28,3,0,0,0,1,2,0,2025-26
Ekhator,A,A,GEN,25,5.96,6.28,3,0,0,0,0,3,0,2025-26
Pasalic,C,C;T,ATA,31,5.94,6.27,3,0,0,0,3,3,0,2025-26
Vandeputte,C,W;T,CRE,31,6.06,6.27,1,0,0,0,5,3,0,2025-26
Sucic P.,C,C,INT,28,6.07,6.27,2,0,0,0,2,5,0,2025-26
Gilmour,C,M;C,NAP,13,6.08,6.27,1,0,0,0,0,1,0,2025-26
Celik,D,B;Dd;E,ROM,32,6.17,6.27,1,0,0,0,2,2,1,2025-26
Harrison,C,W,FIO,15,5.9,6.27,1,0,0,0,3,1,0,2025-26
Nzola,A,Pc,SAS,27,5.96,6.26,4,0,2,0,1,2,1,2025-26
Kuhn,A,W;A,COM,14,5.96,6.25,1,0,0,0,1,0,0,2025-26
Rui Modesto,D,E,UDI,2,5.75,6.25,0,0,0,0,1,0,0,2025-26
Pedro Felipe,D,Dc,SAS,2,5.75,6.25,0,0,0,0,1,0,0,2025-26
Sulemana K.,A,A,ATA,21,6.0,6.24,2,0,0,0,1,4,0,2025-26
Piccoli,A,Pc,FIO,27,5.78,6.24,4,0,0,0,1,1,0,2025-26
Vojvoda,D,Dd;E,COM,27,6.02,6.24,2,0,0,0,1,2,0,2025-26
Sottil,C,W;A,LEC,21,6.02,6.24,1,0,0,0,2,1,0,2025-26
Buksa,A,Pc,UDI,21,5.88,6.24,3,0,0,0,0,3,0,2025-26
Valle,D,Ds;E,COM,26,6.06,6.23,1,0,0,0,3,3,0,2025-26
Fagioli,C,C,FIO,33,6.03,6.23,2,0,0,0,3,5,0,2025-26
Kristensen T.,D,Dd;Dc,UDI,28,5.98,6.23,3,0,0,0,0,4,0,2025-26
Gatti,D,Dc,JUV,16,5.94,6.22,2,0,0,0,0,3,0,2025-26
Cristante,C,M;C,ROM,37,6.11,6.22,2,0,0,0,1,6,0,2025-26
Serdar,C,C,VER,18,5.97,6.22,2,0,0,0,0,3,0,2025-26
Folorunsho,C,C;T,CAG,26,6.04,6.21,2,0,0,0,0,3,0,2025-26
Belghali,D,Dd;E,VER,26,6.1,6.21,2,0,0,0,0,6,0,2025-26
Miretti,C,C;T,JUV,15,5.97,6.2,1,0,0,0,1,1,0,2025-26
Locatelli,C,M;C,JUV,36,6.26,6.19,1,0,0,0,2,9,0,2025-26
Leris,C,W,PIS,32,5.94,6.19,2,0,0,0,3,2,0,2025-26
Ricci S.,C,M;C,MIL,28,6.0,6.18,1,0,0,0,3,3,0,2025-26
Kabasele,D,Dc,UDI,28,5.98,6.18,3,0,0,0,0,5,1,2025-26
Pobega,C,M;C,BOL,23,5.83,6.17,3,0,0,0,1,2,1,2025-26
Mina,D,Dc,CAG,26,6.0,6.17,2,0,0,0,1,3,1,2025-26
Gutierrez,D,Ds;E,NAP,21,5.98,6.17,1,0,0,0,1,0,0,2025-26
Bakola,C,C;T,SAS,3,6.17,6.17,0,0,0,0,0,0,0,2025-26
Carlos Augusto,D,B;Ds;E,INT,28,6.12,6.16,1,0,0,0,1,6,0,2025-26
Beukema,D,Dc,NAP,22,5.93,6.16,2,0,0,0,0,2,0,2025-26
Bernasconi,D,E,ATA,22,6.09,6.16,0,0,0,0,3,3,0,2025-26
Fadera,C,W,SAS,24,5.92,6.15,2,0,0,0,1,5,0,2025-26
Njie,A,A,TOR,10,5.8,6.15,1,0,0,0,1,2,0,2025-26
Vasquez,D,Ds;Dc,GEN,36,6.08,6.14,1,0,0,0,0,2,0,2025-26
Ramon,D,Dc,COM,32,6.16,6.14,2,0,0,0,0,11,1,2025-26
Dallinga,A,Pc,BOL,19,5.82,6.13,2,0,0,0,1,2,0,2025-26
Zapata D.,A,Pc,TOR,23,5.83,6.13,3,0,0,0,1,0,0,2025-26
Cuadrado,D,E,PIS,15,6.03,6.13,1,0,1,0,0,3,0,2025-26
Moro N.,C,M;C,BOL,28,5.93,6.12,2,0,0,0,0,1,0,2025-26
Baschirotto,D,Dc,CRE,29,5.95,6.12,2,0,0,0,0,2,0,2025-26
Stulic,A,Pc,LEC,30,5.73,6.12,4,0,1,0,0,1,0,2025-26
Miranda J.,D,Ds;E,BOL,31,6.0,6.1,1,0,0,0,3,6,0,2025-26
Martin,D,Ds;E,GEN,29,5.97,6.1,1,0,0,0,5,2,0,2025-26
Lobotka,C,M;C,NAP,31,6.05,6.1,1,0,0,0,0,3,0,2025-26
El Aynaoui,C,M;C,ROM,21,5.98,6.1,1,0,0,0,2,5,0,2025-26
Maripan,D,Dc,TOR,26,5.94,6.1,2,0,0,0,0,4,0,2025-26
Diego Carlos,D,Dc,COM,25,6.14,6.1,1,0,0,0,0,8,0,2025-26
Kossounou,D,Dd;Dc,ATA,16,5.94,6.09,1,0,0,0,0,1,0,2025-26
Idrissi R.,D,Ds;E,CAG,17,5.82,6.09,2,0,0,0,0,3,0,2025-26
Norton-Cuffy,D,Dd;E,GEN,27,5.93,6.09,2,0,0,0,1,3,1,2025-26
N'Dri,A,W;A,LEC,17,5.82,6.09,2,0,0,0,0,3,0,2025-26
Musah,C,C;W,ATA,16,5.94,6.09,1,0,0,0,0,1,0,2025-26
Valeri,D,Ds;E,PAR,34,6.06,6.09,0,0,0,0,2,2,0,2025-26
Ndour,C,M;C,FIO,30,5.8,6.07,3,0,0,0,0,2,0,2025-26
Kelly L.,D,Ds;Dc,JUV,35,6.01,6.07,1,0,0,0,1,4,0,2025-26
Mosquera,A,Pc,VER,14,5.96,6.07,0,0,0,0,2,1,0,2025-26
De Vrij,D,Dc,INT,8,6.12,6.06,0,0,0,0,0,1,0,2025-26
Luis Henrique,C,E;W,INT,27,5.89,6.06,1,0,0,0,2,1,0,2025-26
Fofana Y.,C,M;C,MIL,33,5.85,6.06,2,0,0,0,3,4,0,2025-26
Keita M.,C,M;C,PAR,36,6.01,6.06,1,0,0,0,1,1,0,2025-26
Almqvist,A,W;A,PAR,9,5.94,6.06,0,0,0,0,1,0,0,2025-26
Fabbian,C,C;T,FIO,22,5.8,6.05,2,0,0,0,0,2,0,2025-26
Folino,D,Dc,CRE,11,5.77,6.05,1,0,0,0,0,0,0,2025-26
Bartesaghi,D,Ds;E,MIL,31,5.97,6.05,2,0,0,0,0,3,0,2025-26
Freuler,C,M;C,BOL,28,6.02,6.04,1,0,0,0,2,5,0,2025-26
Dominguez B.,A,W;A,BOL,12,5.83,6.04,0,0,0,0,3,1,0,2025-26
Dodò,D,E,FIO,36,5.99,6.03,1,0,0,0,2,7,0,2025-26
Nicolussi Caviglia,C,M;C,PAR,23,5.89,6.02,0,0,0,0,4,4,0,2025-26
Tiago Gabriel,D,Dc,LEC,36,6.0,6.01,2,0,0,0,0,7,0,2025-26
Delprato,D,B;Dd;E,PAR,35,5.91,6.01,2,0,0,0,0,5,0,2025-26
De Roon,C,M;C,ATA,34,5.97,6.0,1,0,0,0,2,6,1,2025-26
Darmian,D,B;Dd;E,INT,5,6.0,6.0,0,0,0,0,0,0,0,2025-26
Joao Mario,D,E,BOL,14,5.79,6.0,1,0,0,0,1,2,0,2025-26
Milik,A,Pc,JUV,2,6.0,6.0,0,0,0,0,0,0,0,2025-26
Pierret,C,M;C,LEC,1,6.0,6.0,0,0,0,0,0,0,0,2025-26
Terracciano,P,Por,MIL,2,6.0,6.0,0,0,0,0,0,0,0,2025-26
Lucca,A,Pc,NAP,9,5.72,6.0,1,0,0,0,0,1,0,2025-26
Djuric,A,Pc,CRE,9,6.0,6.0,0,0,0,0,1,2,0,2025-26
Tramoni M.,C,W;T,PIS,25,5.72,6.0,2,0,1,0,2,3,0,2025-26
Ngonge,A,A,TOR,17,5.82,6.0,1,0,0,0,1,2,0,2025-26
Bernede,C,C,VER,31,5.87,6.0,1,0,0,0,2,2,0,2025-26
Kastanos,C,C;T,VER,1,6.0,6.0,0,0,0,0,0,0,0,2025-26
Ilkhan,C,C;T,TOR,17,5.82,6.0,1,0,0,0,2,2,1,2025-26
Kouamè,A,A,FIO,1,6.0,6.0,0,0,0,0,0,0,0,2025-26
Kouadio,D,Dc,FIO,1,6.0,6.0,0,0,0,0,0,0,0,2025-26
Sala A.,C,C,LEC,4,5.75,6.0,0,0,0,0,1,0,0,2025-26
Lamptey,D,Dd;Ds;E,FIO,1,6.0,6.0,0,0,0,0,0,0,0,2025-26
Openda,A,Pc,JUV,14,5.79,6.0,1,0,0,0,0,0,0,2025-26
Cremaschi,C,C,PAR,1,6.0,6.0,0,0,0,0,0,0,0,2025-26
Arena A.,A,Pc,ROM,1,6.0,6.0,0,0,0,0,0,0,0,2025-26
Isaac,A,Pc,VER,1,6.0,6.0,0,0,0,0,0,0,0,2025-26
Durosinmi,A,Pc,PIS,10,5.7,6.0,1,0,0,0,1,1,1,2025-26
Zatterstrom,D,Dc,GEN,2,6.0,6.0,0,0,0,0,0,0,0,2025-26
Albarracin,A,A,CAG,2,6.0,6.0,0,0,0,0,0,0,0,2025-26
Carboni F.,D,Ds;E,PAR,2,6.0,6.0,0,0,0,0,0,0,0,2025-26
Zaragoza,C,W;A,ROM,3,5.83,6.0,0,0,0,0,1,1,0,2025-26
Mikolajewski,A,Pc,PAR,1,6.0,6.0,0,0,0,0,0,0,0,2025-26
Cambiaso,D,E,JUV,36,5.81,5.99,3,0,0,0,4,3,1,2025-26
Gallo,D,Ds;E,LEC,37,5.95,5.99,0,0,0,0,3,3,0,2025-26
Zappa,D,B;Dd;E,CAG,25,5.9,5.98,0,0,0,0,3,2,0,2025-26
Parisi,D,E,FIO,23,6.02,5.98,1,0,0,0,1,6,0,2025-26
Frendrup,C,M;C,GEN,36,5.96,5.97,1,0,0,0,0,5,0,2025-26
Marusic,D,Dd;Ds;E,LAZ,33,5.86,5.97,1,0,0,0,2,1,1,2025-26
Van Der Brempt,D,Dd;E,COM,14,5.96,5.96,0,0,0,0,1,2,0,2025-26
Fortini,D,E,FIO,12,5.96,5.96,0,0,0,0,0,0,0,2025-26
Vecino,C,M;C,LAZ,12,5.92,5.96,0,0,0,0,1,1,0,2025-26
Zaccagni,C,W;A,LAZ,26,5.88,5.96,3,0,0,0,0,6,1,2025-26
Pedersen,D,Dd;E,TOR,28,5.84,5.96,1,0,0,0,2,3,0,2025-26
Ehizibue,D,Dd;E,UDI,26,5.83,5.96,2,0,0,0,0,5,0,2025-26
Karlstrom,C,M;C,UDI,36,5.96,5.96,1,0,0,0,0,6,0,2025-26
Matic,C,M;C,SAS,34,5.96,5.96,1,0,0,0,1,6,1,2025-26
Elmas,C,W;T,NAP,28,5.8,5.96,1,0,0,0,3,3,0,2025-26
Zhegrova,C,W,JUV,12,5.96,5.96,0,0,0,0,0,1,0,2025-26
De Silvestri,D,Dd;E,BOL,10,6.05,5.95,0,0,0,0,0,2,0,2025-26
Deiola,C,M;C,CAG,20,5.98,5.95,0,0,0,0,1,3,0,2025-26
Gila,D,Dc,LAZ,31,6.03,5.95,0,0,0,0,0,3,1,2025-26
Ghilardi,D,Dc,ROM,21,5.98,5.95,0,0,0,0,0,1,0,2025-26
Piotrowski,C,C,UDI,30,5.88,5.95,1,0,0,0,0,2,0,2025-26
Miller L.,C,M;C,UDI,19,5.92,5.95,0,0,0,0,2,4,0,2025-26
Sorensen O.,C,C,PAR,30,5.85,5.95,1,0,0,0,1,2,0,2025-26
Kolasinac,D,B;Ds;E,ATA,17,6.03,5.94,0,0,0,0,0,3,0,2025-26
Acerbi,D,Dc,INT,16,6.03,5.94,0,0,0,0,0,3,0,2025-26
Mazzocchi,D,Dd;Ds;E,NAP,9,5.94,5.94,0,0,0,0,1,0,1,2025-26
Angori,D,Ds;E,PIS,35,5.91,5.94,0,0,0,0,2,2,0,2025-26
Cutrone,A,Pc,PAR,14,5.71,5.93,1,0,0,0,0,0,0,2025-26
Romagnoli,D,Dc,LAZ,32,6.03,5.92,0,0,0,0,0,5,1,2025-26
Circati,D,Dc,PAR,31,5.92,5.92,1,0,0,0,0,6,0,2025-26
Oristanio,C,W;T;A,PAR,18,5.78,5.92,1,0,0,0,0,1,0,2025-26
Gueye,A,Pc,UDI,13,5.77,5.92,1,0,0,0,0,2,0,2025-26
Ellertsson,C,C;W,GEN,35,5.84,5.91,1,0,0,0,1,1,1,2025-26
Coco,D,Dc,TOR,35,5.84,5.91,1,0,0,0,1,3,0,2025-26
Luperto,D,Dc,CRE,34,5.84,5.9,1,0,0,0,1,4,0,2025-26
